,line_name,alert_ids,full_text,start_time,end_time,reasons_set,mins_delay,reason_0,reason_1
552,CR-Needham,467440, Needham Line Train 629 (7:55 pm from South Station) is operating 10-15 minutes behind schedule between Forest Hills and Needham Heights. Needham Line Train 629 (7:55 pm from South Station) is operating 10-15 minutes behind schedule between Forest Hills and Needham Heights.,2022-10-14 20:23:47,2022-10-14 21:35:00,None,10-15,,
553,CR-Fairmount,465377," The new Fall/Winter Commuter Rail schedules go into effect on Monday, October 17th. Visit MBTA.com to see how we adapted our service for better seasonal performance.",2022-10-03 17:25:01,2022-10-17 02:30:00,None,,,
554,CR-Franklin,465377," The new Fall/Winter Commuter Rail schedules go into effect on Monday, October 17th. Visit MBTA.com to see how we adapted our service for better seasonal performance.",2022-10-03 17:25:01,2022-10-17 02:30:00,None,,,
555,CR-Franklin,467460, Franklin Line Train 1703 (8:45 am from South Station) is expected to depart South Station 5-15 minutes behind schedule due to a crew availability issue. Franklin Line Train 1703 (8:45 am from South Station) has yet to depart South Station and is currently 15-25 minutes behind schedule due to a crew availability issue. Franklin Line Train 1703 (8:45 am from South Station) has departed South Station an is 15-25 minutes behind schedule due to a crew availability issue.,2022-10-15 08:45:00,2022-10-15 10:47:00,{'crew availability issue'},15-25,crew availability issue,
556,CR-Franklin,467479, Franklin Line Train 1705 (10:45 am from South Station) is expected to depart South Station 15-25 minutes late due to a crew availability issue. Franklin Line Train 1705 (10:45 am from South Station) has departed South Station and is operating 20-30 minutes late due to a crew availability issue.,2022-10-15 10:51:43,2022-10-15 12:47:00,{'crew availability issue'},20-30,crew availability issue,
557,CR-Franklin,467483, Franklin Line Train 1704 (10:12 am from Forge Park/495) is stopped near Ruggles and is 10-20 minutes late due to Amtrak train traffic. Franklin Line Train 1704 (10:12 am from Forge Park/495) is operating 10-20 minutes late between Ruggles and South Station due to Amtrak train traffic.,2022-10-15 11:08:35,2022-10-15 12:16:00,{'train traffic'},10-20,train traffic,
558,CR-Greenbush,464776," On weekends, October 15th-16th and October 22nd-23rd, all Middleborough, Kingston & Greenbush trains will originate & terminate at Braintree to allow for track maintenance. Passengers will be accommodated by the Red Line between Braintree & South Station.",2022-09-29 12:00:09,2022-10-24 02:30:00,None,,,
559,CR-Greenbush,465377," The new Fall/Winter Commuter Rail schedules go into effect on Monday, October 17th. Visit MBTA.com to see how we adapted our service for better seasonal performance.",2022-10-03 17:25:01,2022-10-17 02:30:00,None,,,
560,CR-Greenbush,467448, Greenbush Line Train 1070 (5:45 am from Greenbush) is operating 5-15 minutes behind schedule between Greenbush and South Station.,2022-10-15 06:01:42,2022-10-15 07:26:00,None,5-15,,
561,CR-Kingston,464776," On weekends, October 15th-16th and October 22nd-23rd, all Middleborough, Kingston & Greenbush trains will originate & terminate at Braintree to allow for track maintenance. Passengers will be accommodated by the Red Line between Braintree & South Station.",2022-09-29 12:00:09,2022-10-24 02:30:00,None,,,
562,CR-Kingston,465377," The new Fall/Winter Commuter Rail schedules go into effect on Monday, October 17th. Visit MBTA.com to see how we adapted our service for better seasonal performance.",2022-10-03 17:25:01,2022-10-17 02:30:00,None,,,
563,CR-Kingston,467302," Kingston Train 041 (6:05 am from South Station) will no longer operate after October 14th. Effective Monday, October 17th, with the new Fall/Winter schedule, Train 043 (8:25 am from South Station) will be the first outbound train to Kingston. Kingston Train 041 (6:05 am from South Station) will no longer operate after October 14th. Effective Monday, October 17th, with the new Fall/Winter schedule, Train 043 (8:25 am from South Station) will be the first outbound train to Kingston.",2022-10-14 09:57:02,2022-10-17 02:30:00,None,,,
564,CR-Kingston,467450, Kingston Line Train 1040 (5:30 am from Kingston) has yet to depart Kingston and is currently 30-40 minutes behind schedule. Kingston Line Train 1040 (5:30 am from Kingston) has yet to depart Kingston and is currently 40-50 minutes behind schedule. Kingston Line Train 1040 (5:30 am from Kingston) has yet to depart Kingston and is currently 50-60 minutes behind schedule due to a crew availability issue. Kingston Line Train 1040 (5:30 am from Kingston) has yet to depart Kingston and is currently over 1 hour behind schedule due to a crew availability issue. Kingston Line Train 1040 (5:30 am from Kingston) is operating between Hanson and   due to a crew availability issue. Kingston Line Train 1040 (5:30 am from Kingston) is operating 50-60 minutes late between Hanson and Braintree due to a crew availability issue.,2022-10-15 06:04:00,2022-10-15 07:05:00,{'crew availability issue'},50-60,crew availability issue,
565,CR-Kingston,467453, Kingston Line Train 1041 (6:40 am from Braintree) is operating 5-10 minutes behind schedule between Abington and Kingston.,2022-10-15 07:02:39,2022-10-15 08:17:00,None,5-10,,
566,CR-Kingston,467478, Kingston Line Train 1045 (10:40 am from Braintree) is operating 5-10 minutes behind schedule between Braintree and Kingston. Kingston Line Train 1045 (10:40 am from Braintree) is operating near schedule between Hanson and Kingston.,2022-10-15 10:51:41,2022-10-15 12:17:00,None,5-10,,
567,CR-Kingston,467545, Kingston Line Train 1050 (3:30 pm from Kingston) has not yet departed Kingston due to a mechanical issue and is currently 20-30 minutes behind schedule. Kingston Line Train 1050 (3:30 pm from Kingston) has not yet departed Kingston due to a mechanical issue. It is expected to depart approximately 1 hour behind schedule. Kingston Line Train 1050 (3:30 pm from Kingston) has departed Kingston and is operating approximately 1 hour behind schedule due to a mechanical issue. This train will make flag stops. Please be visible on the platform.,2022-10-15 15:51:20,2022-10-15 17:45:00,{'mechanical issue'},20-30,mechanical issue,
568,CR-Kingston,467556, Kingston Line Train 1051 (4:40 pm from Braintree) is expected to depart Braintree 30-40 minutes behind schedule due to an earlier mechanical issue. Kingston Line Train 1051 (4:40 pm from Braintree) has departed Braintree and is operating 25-35 minutes behind schedule due to an earlier mechanical issue. Kingston Line Train 1051 (4:40 pm from Braintree) has departed Braintree and is operating 25-35 minutes behind schedule due to an earlier mechanical issue.,2022-10-15 16:40:00,2022-10-15 18:17:00,{'mechanical issue'},25-35,mechanical issue,
569,CR-Kingston,467560, Kingston Line Train 1052 (5:30 pm from Kingston) is expected to depart Kingston 20-30 minutes behind schedule due to the late arrival of Train 1051. Kingston Line Train 1052 (5:30 pm from Kingston) has departed Kingston and is operating 20-30 minutes behind schedule due to the late arrival of Train 1051. This train will make flag stops. Please be visible on the platform.,2022-10-15 17:30:00,2022-10-15 19:05:00,{'late arrival of train'},20-30,late arrival of train,
570,CR-Fitchburg,465377," The new Fall/Winter Commuter Rail schedules go into effect on Monday, October 17th. Visit MBTA.com to see how we adapted our service for better seasonal performance.",2022-10-03 17:25:01,2022-10-17 02:30:00,None,,,
571,CR-Fitchburg,467457, Please board all Fitchburg Line trains on the outbound platform (Track 1) at Brandeis/Roberts today.,2022-10-15 08:02:53,2022-10-16 04:24:37,None,,,
572,CR-Fitchburg,467459, Fitchburg Line Train 1402 (7:30 am from Wachusett) is operating 5-10 minutes behind schedule between Ayer and North Station. Fitchburg Line Train 1402 (7:30 am from Wachusett) is operating 15-20 minutes behind schedule between Ayer and North Station due to a mechanical issue. Fitchburg Line Train 1402 (7:30 am from Wachusett) is operating 20-30 minutes behind schedule between Ayer and North Station due to a mechanical issue. Fitchburg Line Train 1402 (7:30 am from Wachusett) is operating 25-35 minutes behind schedule between Waltham and North Station due to a mechanical issue.,2022-10-15 08:13:00,2022-10-15 10:04:00,{'mechanical issue'},25-35,mechanical issue,
573,CR-Fitchburg,467558, Fitchburg Line Train 1410 (4:00 pm from Wachusett) is operating 5-10 minutes behind schedule between South Acton and North Station.,2022-10-15 16:52:01,2022-10-15 18:34:00,None,5-10,,
574,CR-Haverhill,465377," The new Fall/Winter Commuter Rail schedules go into effect on Monday, October 17th. Visit MBTA.com to see how we adapted our service for better seasonal performance.",2022-10-03 17:25:01,2022-10-17 02:30:00,None,,,
575,CR-Haverhill,466695," On the Fridays of October 14, November 4, and December 2, shuttle buses will replace train service between Haverhill and Reading after 7:00 pm to allow for Merrimack River Bridge improvement work.",2022-10-14 12:47:46,2022-12-03 02:30:00,None,,,
576,CR-Haverhill,466699," On the Mondays of October 17, November 7, and December 5, shuttle buses will replace outbound train service between Reading and Haverhill from 8:30 am to 2:00 pm to allow for Merrimack River Bridge improvement work.",2022-10-14 12:46:17,2022-12-06 02:30:00,None,,,
577,CR-Haverhill,466700," On the Mondays of October 17, November 7, and December 5, shuttle buses will replace inbound train service between Haverhill and Reading from 9:30 am to 3:30 pm to allow for Merrimack River Bridge improvement work.",2022-10-14 12:45:24,2022-12-06 02:30:00,None,,,
578,CR-Haverhill,467295," On the weekends of October 15-16, November 5-6, and December 3-4, there will be no train service at Haverhill Station to allow for Merrimack River Bridge improvement work. Please board/exit the train from Bradford Station.",2022-10-14 09:27:03,2022-12-05 02:30:00,None,,,
579,CR-Haverhill,467480, Haverhill Line Train 1204 (10:37 am from Bradford) is operating 5-10 minutes behind schedule between Lawrence and North Station. Haverhill Line Train 1204 (10:37 am from Bradford) is operating 5-15 minutes behind schedule between Lawrence and North Station.,2022-10-15 10:55:05,2022-10-15 12:43:00,None,5-15,,
580,CR-Lowell,465377," The new Fall/Winter Commuter Rail schedules go into effect on Monday, October 17th. Visit MBTA.com to see how we adapted our service for better seasonal performance.",2022-10-03 17:25:01,2022-10-17 02:30:00,None,,,
581,CR-Lowell,467557, Lowell Line Train 1311 (4:30 pm from North Station) is operating 5-10 minutes behind schedule between North Station and Lowell.,2022-10-15 16:45:18,2022-10-15 18:15:00,None,5-10,,
582,CR-Needham,465377," The new Fall/Winter Commuter Rail schedules go into effect on Monday, October 17th. Visit MBTA.com to see how we adapted our service for better seasonal performance.",2022-10-03 17:25:01,2022-10-17 02:30:00,None,,,
583,CR-Fairmount,465377," The new Fall/Winter Commuter Rail schedules go into effect on Monday, October 17th. Visit MBTA.com to see how we adapted our service for better seasonal performance.",2022-10-03 17:25:01,2022-10-17 02:30:00,None,,,
584,CR-Fairmount,467609, Fairmount Line Train 2908 (10:30 am from Readville) is cancelled today. Passengers may consider Train 2910 (12:00 pm from Readville).,2022-10-16 10:30:00,2022-10-16 11:58:00,None,,,
585,CR-Fairmount,467610, Fairmount Line Train 2907 (9:50 am from South Station) is cancelled today. Passengers may consider Train 2909 (11:20 am from South Station).,2022-10-16 09:50:00,2022-10-16 11:18:00,None,,,
586,CR-Franklin,465377," The new Fall/Winter Commuter Rail schedules go into effect on Monday, October 17th. Visit MBTA.com to see how we adapted our service for better seasonal performance.",2022-10-03 17:25:01,2022-10-17 02:30:00,None,,,
587,CR-Franklin,467618, Franklin Line Train 2705 (10:45 am from South Station) is expected to depart South Station 10-20 minutes late due to a crew availability issue. Franklin Line Train 2705 (10:45 am from South Station) has departed South Station and is 5-15  minutes late due to a crew availability issue.,2022-10-16 10:45:00,2022-10-16 12:47:00,{'crew availability issue'},,crew availability issue,
588,CR-Greenbush,464776," On weekends, October 15th-16th and October 22nd-23rd, all Middleborough, Kingston & Greenbush trains will originate & terminate at Braintree to allow for track maintenance. Passengers will be accommodated by the Red Line between Braintree & South Station.",2022-09-29 12:00:09,2022-10-24 02:30:00,None,,,
